addr,domain,date_added,domain_percent_increase
Trent.Bautista@fakedomain.ca,fakedomain.ca,2015-03-13,0.000444
Trent.Bautista@gmail.net,gmail.net,2015-03-14,0.001331
Trent.Briggs@hotmail.gov,hotmail.gov,2014-08-15,0.000444
Trent.Cantu@yahoo.net,yahoo.net,2015-05-14,0.002218
Trent.Clarke@gmail.co,gmail.co,2015-03-11,0.000887
Trent.Cooke@hotmail.com,hotmail.com,2014-10-28,0.000887
Trent.Davies@gmail.net,gmail.net,2014-10-23,0.001331
Trent.Dillon@gmail.ca,gmail.ca,2014-06-20,0.001331
Trent.Flynn@liarbusiness.com,liarbusiness.com,2015-04-08,0
Trent.Flynn@sympatico.uk,sympatico.uk,2015-07-10,0.000887
Trent.French@yahoo.net,yahoo.net,2014-06-13,0.002218
Trent.Garrison@pseudocompany.co,pseudocompany.co,2014-03-23,0
Trent.Gray@yahoo.com,yahoo.com,2014-03-15,0.001775
Trent.Harris@gmail.ca,gmail.ca,2014-04-15,0.001331
Trent.Harris@yahoo.ca,yahoo.ca,2014-04-06,0.003106
Trent.Hatfield@sympatico.ca,sympatico.ca,2015-02-21,0.000444
Trent.Hatfield@yahoo.net,yahoo.net,2014-06-11,0.002218
Trent.Hess@pseudobusiness.net,pseudobusiness.net,2014-02-05,0
Trent.Hoover@pseudomail.ca,pseudomail.ca,2014-07-30,0
Trent.Howard@aol.uk,aol.uk,2014-04-05,0.000444
Trent.Huber@comcast.edu,comcast.edu,2014-03-29,0.000444
Trent.Kaufman@aol.es,aol.es,2014-11-24,0
Trent.Kaufman@gmail.ca,gmail.ca,2015-05-07,0.001331
Trent.Melendez@hotmail.net,hotmail.net,2014-12-30,0.001775
Trent.Melendez@yahoo.net,yahoo.net,2014-08-08,0.002218
Trent.Mooney@comcast.net,comcast.net,2014-05-28,0.000444
Trent.Mooney@phonycompany.aero,phonycompany.aero,2015-05-26,0
Trent.Osborne@bogusbusiness.net,bogusbusiness.net,2014-02-25,0
Trent.Owen@mockmail.net,mockmail.net,2015-02-20,0.000444
Trent.Pierce@aol.com,aol.com,2015-05-16,0.000444
Trent.Pierce@mockcompany.ca,mockcompany.ca,2015-03-05,0
Trent.Rivera@hotmail.net,hotmail.net,2014-06-23,0.001775
Trent.Rivera@yahoo.com,yahoo.com,2015-03-16,0.001775
Trent.Roach@comcast.int,comcast.int,2014-10-12,0
Trent.Ryan@fakecompany.edu,fakecompany.edu,2014-02-16,0
Trent.Sanchez@bogusdomain.uk,bogusdomain.uk,2014-07-04,0
Trent.Sharp@yahoo.uk,yahoo.uk,2015-03-28,0
Trent.Short@mockmail.net,mockmail.net,2014-02-13,0.000444
Trent.Sosa@comcast.com,comcast.com,2015-03-17,0.001331
Trent.Stone@hotmail.ca,hotmail.ca,2014-12-09,0.00488
Trent.Stone@phonydomain.com,phonydomain.com,2015-07-16,0.000887
Trent.Taylor@gmail.net,gmail.net,2014-04-16,0.001331
Trent.Tucker@hotmail.ca,hotmail.ca,2015-04-26,0.00488
Trent.Tucker@phonymail.ca,phonymail.ca,2014-10-23,0
Trent.Valentine@yahoo.net,yahoo.net,2015-07-04,0.002218
Trent.Watkins@bogusbusiness.edu,bogusbusiness.edu,2015-04-04,0.000444
Trent.Watkins@phonydomain.eu,phonydomain.eu,2015-04-09,0
Wanda.Bass@aol.ca,aol.ca,2014-02-26,0.000887
Wanda.Briggs@aol.biz,aol.biz,2014-09-09,0.000444
Wanda.Briggs@gmail.com,gmail.com,2015-04-22,0.004437
Wanda.Butler@gmail.in,gmail.in,2015-05-12,0
Wanda.Cain@hotmail.ca,hotmail.ca,2015-03-30,0.00488
Wanda.Callahan@yahoo.ca,yahoo.ca,2015-06-26,0.003106
Wanda.Cochran@gmail.net,gmail.net,2015-06-08,0.001331
Wanda.English@pseudomail.net,pseudomail.net,2014-08-10,0
Wanda.Gates@hotmail.ca,hotmail.ca,2014-08-19,0.00488
Wanda.Goodman@mockcompany.mil,mockcompany.mil,2014-10-26,0
Wanda.Hatfield@yahoo.ca,yahoo.ca,2014-02-06,0.003106
Wanda.Hess@aol.com,aol.com,2015-01-30,0.000444
Wanda.Hoover@liarbusiness.com,liarbusiness.com,2014-10-21,0
Wanda.Howard@gmail.com,gmail.com,2015-05-27,0.004437
Wanda.Hubbard@yahoo.net,yahoo.net,2014-09-27,0.002218
Wanda.Huber@yahoo.com,yahoo.com,2014-09-26,0.001775
Wanda.Long@mockbusiness.com,mockbusiness.com,2015-05-03,0
Wanda.Macias@gmail.net,gmail.net,2015-04-14,0.001331
Wanda.Melendez@gmail.net,gmail.net,2015-04-04,0.001331
Wanda.Mooney@yahoo.net,yahoo.net,2015-03-20,0.002218
Wanda.Osborne@hotmail.com,hotmail.com,2015-04-30,0.000887
Wanda.Owen@yahoo.com,yahoo.com,2014-08-26,0.001775
Wanda.Pierce@aol.uk,aol.uk,2014-10-07,0.000444
Wanda.Potter@aol.net,aol.net,2015-01-02,0.001331
Wanda.Potter@gmail.ca,gmail.ca,2014-10-21,0.001331
Wanda.Potter@yahoo.net,yahoo.net,2014-10-10,0.002218
Wanda.Ramirez@gmail.ca,gmail.ca,2015-03-27,0.001331
Wanda.Roach@yahoo.ca,yahoo.ca,2014-05-16,0.003106
Wanda.Sanchez@aol.biz,aol.biz,2014-06-20,0.000444
Wanda.Sandoval@gmail.co,gmail.co,2014-11-04,0.000887
Wanda.Short@hotmail.com,hotmail.com,2015-07-19,0.000887
Wanda.Silva@hotmail.ai,hotmail.ai,2015-01-24,0
Wanda.Trevino@comcast.net,comcast.net,2014-03-20,0.000444
Wanda.Watkins@hotmail.com,hotmail.com,2014-07-16,0.000887
Wava.Acevedo@aol.uk,aol.uk,2015-05-05,0.000444
Wava.Aguirre@yahoo.net,yahoo.net,2014-06-30,0.002218
Wava.Baker@aol.int,aol.int,2015-06-16,0.000444
Wava.Bautista@mockcompany.uk,mockcompany.uk,2015-01-05,0
Wava.Bautista@yahoo.ke,yahoo.ke,2015-03-08,0
Wava.Butler@comcast.int,comcast.int,2015-04-11,0
Wava.Cervantes@comcast.uk,comcast.uk,2014-10-20,0
Wava.Clarke@yahoo.uk,yahoo.uk,2014-12-18,0
Wava.Cochran@mockcompany.ca,mockcompany.ca,2014-03-17,0
Wava.Davidson@hotmail.uk,hotmail.uk,2014-12-04,0.000444
Wava.Dillon@gmail.co,gmail.co,2015-07-05,0.000887
Wava.Dominguez@yahoo.co,yahoo.co,2014-10-27,0.000887
Wava.Dyer@hotmail.com,hotmail.com,2014-09-11,0.000887
Wava.Fowler@gmail.edu,gmail.edu,2014-10-15,0.001775
Wava.Gallegos@yahoo.net,yahoo.net,2014-10-20,0.002218
Wava.Garrett@aol.net,aol.net,2014-12-07,0.001331
Wava.Gates@gmail.com,gmail.com,2014-09-21,0.004437
Wava.Hatfield@yahoo.ca,yahoo.ca,2015-03-28,0.003106
Wava.Hess@fakecompany.uk,fakecompany.uk,2014-11-16,0
Wava.Houston@hotmail.ca,hotmail.ca,2014-12-04,0.00488
Wava.Kaufman@gmail.ca,gmail.ca,2014-12-12,0.001331
Wava.Manning@bogusbusiness.net,bogusbusiness.net,2015-03-05,0
Wava.Mata@hotmail.com,hotmail.com,2015-05-23,0.000887
Wava.Mata@phonydomain.uk,phonydomain.uk,2014-05-11,0
Wava.Mcdowell@gmail.ao,gmail.ao,2015-01-02,0
Wava.Melendez@gmail.ca,gmail.ca,2014-04-11,0.001331
Wava.Melendez@sympatico.ai,sympatico.ai,2014-08-10,0
Wava.Mercado@yahoo.ca,yahoo.ca,2015-07-23,0.003106
Wava.Moon@yahoo.net,yahoo.net,2014-06-15,0.002218
Wava.Odom@hotmail.uk,hotmail.uk,2014-04-29,0.000444
Wava.Odom@sympatico.es,sympatico.es,2014-05-18,0.000444
Wava.Pham@hotmail.net,hotmail.net,2015-04-04,0.001775
Wava.Pugh@gmail.edu,gmail.edu,2015-07-04,0.001775
Wava.Pugh@pseudomail.com,pseudomail.com,2014-09-01,0
Wava.Richmond@yahoo.ca,yahoo.ca,2015-02-03,0.003106
Wava.Rivas@yahoo.com,yahoo.com,2014-11-05,0.001775
Wava.Roach@gmail.com,gmail.com,2014-09-05,0.004437
Wava.Short@sympatico.mobi,sympatico.mobi,2015-07-24,0.000444
Wava.Tate@gmail.com,gmail.com,2014-03-01,0.004437
Wava.Taylor@hotmail.com,hotmail.com,2014-10-27,0.000887
Wava.Tucker@gmail.ca,gmail.ca,2014-03-29,0.001331
Wava.Valentine@yahoo.gov,yahoo.gov,2014-03-11,0
Wava.Valenzuela@fakedomain.biz,fakedomain.biz,2014-01-24,0
Wava.Walsh@hotmail.com,hotmail.com,2015-03-04,0.000887
Wava.Watkins@mockcompany.edu,mockcompany.edu,2015-01-02,0.000444
Wiley.Acevedo@yahoo.co,yahoo.co,2014-12-26,0.000887
Wiley.Aguirre@comcast.mobi,comcast.mobi,2014-07-31,0
Wiley.Aguirre@comcast.net,comcast.net,2014-05-28,0.000444
Wiley.Arellano@pseudocompany.com,pseudocompany.com,2014-10-20,0
Wiley.Baker@fakebusiness.in,fakebusiness.in,2015-05-06,0
Wiley.Baker@yahoo.uk,yahoo.uk,2014-03-13,0
Wiley.Barron@yahoo.ca,yahoo.ca,2015-01-10,0.003106
Wiley.Bass@gmail.com,gmail.com,2015-05-08,0.004437
Wiley.Bautista@fakemail.com,fakemail.com,2014-11-28,0
Wiley.Bautista@mockcompany.uk,mockcompany.uk,2015-02-14,0
Wiley.Butler@mockmail.ke,mockmail.ke,2015-02-22,0
Wiley.Callahan@comcast.edu,comcast.edu,2015-05-25,0.000444
Wiley.Cantu@fakebusiness.ca,fakebusiness.ca,2014-04-10,0
Wiley.Cantu@hotmail.edu,hotmail.edu,2014-10-16,0.000887
Wiley.Cooke@yahoo.com,yahoo.com,2014-11-02,0.001775
Wiley.Davidson@gmail.net,gmail.net,2014-11-11,0.001331
Wiley.Davidson@yahoo.ao,yahoo.ao,2014-09-29,0.000444
Wiley.Davies@yahoo.ke,yahoo.ke,2015-02-24,0
Wiley.Dillon@hotmail.ca,hotmail.ca,2014-11-05,0.00488
Wiley.Dyer@aol.ca,aol.ca,2014-06-03,0.000887
Wiley.Dyer@hotmail.com,hotmail.com,2015-07-09,0.000887
Wiley.French@gmail.uk,gmail.uk,2014-04-05,0.000887
Wiley.Friedman@yahoo.es,yahoo.es,2014-05-04,0.000444
Wiley.Garrison@yahoo.com,yahoo.com,2015-01-19,0.001775
Wiley.Gates@hotmail.com,hotmail.com,2015-05-21,0.000887
Wiley.Goodman@gmail.gov,gmail.gov,2014-10-14,0
Wiley.Haas@comcast.net,comcast.net,2014-05-21,0.000444
Wiley.Haas@phonymail.com,phonymail.com,2014-05-15,0
Wiley.Hoover@yahoo.com,yahoo.com,2014-11-20,0.001775
Wiley.Hunter@fakedomain.co,fakedomain.co,2014-06-30,0
Wiley.Kaufman@gmail.com,gmail.com,2014-01-26,0.004437
Wiley.Kirk@gmail.mil,gmail.mil,2014-10-27,0
Wiley.Kirk@hotmail.ca,hotmail.ca,2014-04-20,0.00488
Wiley.Kirk@hotmail.net,hotmail.net,2014-02-05,0.001775
Wiley.Long@comcast.ca,comcast.ca,2014-02-27,0.000444
Wiley.Long@hotmail.uk,hotmail.uk,2014-05-31,0.000444
Wiley.Manning@gmail.com,gmail.com,2014-03-27,0.004437
Wiley.Mooney@gmail.uk,gmail.uk,2015-02-09,0.000887
Wiley.Mooney@pseudocompany.edu,pseudocompany.edu,2014-12-07,0.000444
Wiley.Myers@fakemail.ke,fakemail.ke,2014-10-27,0
Wiley.Owen@yahoo.ca,yahoo.ca,2014-03-27,0.003106
Wiley.Pugh@hotmail.com,hotmail.com,2014-06-24,0.000887
Wiley.Pugh@yahoo.com,yahoo.com,2014-09-21,0.001775
Wiley.Ramirez@comcast.gov,comcast.gov,2015-06-28,0
Wiley.Ramirez@sympatico.ca,sympatico.ca,2014-03-25,0.000444
Wiley.Richmond@gmail.ke,gmail.ke,2014-12-11,0
Wiley.Rivas@hotmail.net,hotmail.net,2014-10-21,0.001775
Wiley.Rivas@sympatico.ao,sympatico.ao,2015-04-14,0
Wiley.Sanchez@phonymail.mobi,phonymail.mobi,2014-07-01,0
Wiley.Shields@sympatico.net,sympatico.net,2014-07-30,0.000887
Wiley.Solis@yahoo.net,yahoo.net,2015-01-31,0.002218
Wiley.Valentine@hotmail.ke,hotmail.ke,2014-02-18,0.000444
Wiley.Walsh@hotmail.uk,hotmail.uk,2015-03-28,0.000444
Wiley.Watson@aol.co,aol.co,2014-09-26,0.000444
Zachary.Becker@gmail.uk,gmail.uk,2015-06-27,0.000887
Zachary.Callahan@gmail.net,gmail.net,2014-08-21,0.001331
Zachary.Callahan@hotmail.ca,hotmail.ca,2015-03-31,0.00488
Zachary.Callahan@sympatico.net,sympatico.net,2015-01-27,0.000887
Zachary.Case@yahoo.com,yahoo.com,2015-01-07,0.001775
Zachary.Dillon@gmail.ca,gmail.ca,2014-11-24,0.001331
Zachary.Dominguez@pseudomail.ca,pseudomail.ca,2014-12-13,0
Zachary.English@sympatico.com,sympatico.com,2014-10-17,0.000444
Zachary.Flynn@hotmail.net,hotmail.net,2014-11-22,0.001775
Zachary.Friedman@fakecompany.ao,fakecompany.ao,2014-08-13,0
Zachary.Haas@fakebusiness.net,fakebusiness.net,2015-07-03,0.000444
Zachary.Haas@gmail.com,gmail.com,2014-02-12,0.004437
Zachary.Hebert@gmail.in,gmail.in,2014-02-16,0
Zachary.Hicks@gmail.com,gmail.com,2014-06-04,0.004437
Zachary.Hicks@yahoo.es,yahoo.es,2014-07-04,0.000444
Zachary.Hoover@yahoo.net,yahoo.net,2015-03-13,0.002218
Zachary.Howard@fakemail.net,fakemail.net,2014-02-13,0
Zachary.Howard@gmail.net,gmail.net,2014-07-23,0.001331
Zachary.Hubbard@gmail.net,gmail.net,2014-12-09,0.001331
Zachary.Hunter@sympatico.net,sympatico.net,2014-12-13,0.000887
Zachary.Kaufman@gmail.ca,gmail.ca,2014-08-14,0.001331
Zachary.Kent@bogusbusiness.net,bogusbusiness.net,2014-07-29,0
Zachary.Lara@liarbusiness.gov,liarbusiness.gov,2015-02-19,0
Zachary.Mata@comcast.com,comcast.com,2014-05-09,0.001331
Zachary.Mercado@yahoo.net,yahoo.net,2014-10-18,0.002218
Zachary.Morrison@bogusdomain.net,bogusdomain.net,2014-06-18,0
Zachary.Olson@yahoo.ca,yahoo.ca,2014-11-17,0.003106
Zachary.Osborne@hotmail.ca,hotmail.ca,2015-01-05,0.00488
Zachary.Pierce@yahoo.ca,yahoo.ca,2014-02-18,0.003106
Zachary.Potter@hotmail.net,hotmail.net,2014-04-25,0.001775
Zachary.Richmond@gmail.co,gmail.co,2014-04-22,0.000887
Zachary.Ryan@gmail.com,gmail.com,2015-06-06,0.004437
Zachary.Sharp@mockbusiness.ao,mockbusiness.ao,2014-03-16,0
Zachary.Silva@aol.uk,aol.uk,2014-12-29,0.000444
Zachary.Taylor@hotmail.uk,hotmail.uk,2014-07-15,0.000444
Zachary.Taylor@hushmail.net,hushmail.net,2014-09-30,0
Zachary.Velez@hotmail.com,hotmail.com,2014-02-14,0.000887
Zachary.Velez@mockdomain.net,mockdomain.net,2014-08-16,0
Zona.Aguirre@hotmail.com,hotmail.com,2015-04-01,0.000887
Zona.Arellano@yahoo.net,yahoo.net,2014-11-10,0.002218
Zona.Barron@gmail.mil,gmail.mil,2015-03-17,0
Zona.Barron@hotmail.co,hotmail.co,2015-02-14,0
Zona.Bass@aol.ca,aol.ca,2014-12-09,0.000887
Zona.Bass@liarmail.com,liarmail.com,2014-07-15,0
Zona.Bass@yahoo.com,yahoo.com,2014-11-21,0.001775
Zona.Cain@aol.uk,aol.uk,2014-07-18,0.000444
Zona.Case@gmail.ca,gmail.ca,2014-04-13,0.001331
Zona.Davidson@liarbusiness.edu,liarbusiness.edu,2015-02-08,0
Zona.Davidson@yahoo.com,yahoo.com,2015-07-14,0.001775
Zona.Davies@comcast.net,comcast.net,2015-01-05,0.000444
Zona.Dyer@gmail.net,gmail.net,2015-06-11,0.001331
Zona.Flynn@yahoo.com,yahoo.com,2014-09-05,0.001775
Zona.Fowler@hotmail.net,hotmail.net,2014-02-05,0.001775
Zona.Friedman@comcast.ca,comcast.ca,2015-04-13,0.000444
Zona.Gallegos@comcast.aero,comcast.aero,2014-03-25,0
Zona.Garrett@gmail.ca,gmail.ca,2014-09-15,0.001331
Zona.Garrison@sympatico.uk,sympatico.uk,2015-05-13,0.000887
Zona.Goodman@sympatico.co,sympatico.co,2014-06-29,0.000444
Zona.Haas@hotmail.com,hotmail.com,2014-11-18,0.000887
Zona.Harris@yahoo.com,yahoo.com,2015-04-13,0.001775
Zona.Hatfield@gmail.net,gmail.net,2014-06-06,0.001331
Zona.Hebert@gmail.edu,gmail.edu,2015-07-13,0.001775
Zona.Hicks@liarmail.com,liarmail.com,2015-04-30,0
Zona.Hodges@gmail.com,gmail.com,2015-06-15,0.004437
Zona.Hoover@hotmail.ca,hotmail.ca,2014-10-18,0.00488
Zona.Houston@comcast.net,comcast.net,2015-01-04,0.000444
Zona.Howard@sympatico.net,sympatico.net,2014-10-22,0.000887
Zona.Hunter@gmail.ca,gmail.ca,2014-06-02,0.001331
Zona.Hunter@hotmail.net,hotmail.net,2014-08-20,0.001775
Zona.Hunter@liarcompany.net,liarcompany.net,2015-03-30,0
Zona.Hunter@yahoo.biz,yahoo.biz,2014-04-29,0
Zona.Hunter@yahoo.com,yahoo.com,2014-10-29,0.001775
Zona.Kirk@gmail.ca,gmail.ca,2014-06-20,0.001331
Zona.Long@comcast.net,comcast.net,2014-07-01,0.000444
Zona.Long@sympatico.edu,sympatico.edu,2015-03-07,0
Zona.Macias@gmail.com,gmail.com,2014-01-24,0.004437
Zona.Manning@hotmail.edu,hotmail.edu,2015-05-19,0.000887
Zona.Mata@hotmail.com,hotmail.com,2014-07-25,0.000887
Zona.Melendez@hotmail.net,hotmail.net,2014-07-04,0.001775
Zona.Mercado@gmail.ca,gmail.ca,2015-03-11,0.001331
Zona.Murillo@gmail.com,gmail.com,2014-02-12,0.004437
Zona.Murillo@hotmail.net,hotmail.net,2015-04-18,0.001775
Zona.Osborne@hotmail.uk,hotmail.uk,2014-08-21,0.000444
Zona.Owen@phonycompany.uk,phonycompany.uk,2014-03-10,0
Zona.Owen@sympatico.co,sympatico.co,2014-08-20,0.000444
Zona.Pierce@mockmail.co,mockmail.co,2014-03-26,0
Zona.Rivera@hotmail.ca,hotmail.ca,2014-02-27,0.00488
Zona.Roach@yahoo.int,yahoo.int,2014-07-22,0
Zona.Shields@yahoo.co,yahoo.co,2014-02-09,0.000887
Zona.Taylor@gmail.net,gmail.net,2014-10-03,0.001331
Zona.Taylor@yahoo.ca,yahoo.ca,2014-12-30,0.003106
Zona.Valentine@sympatico.com,sympatico.com,2014-07-28,0.000444
Zona.Velez@yahoo.co,yahoo.co,2014-01-30,0.000887
Zona.Velez@yahoo.ke,yahoo.ke,2014-09-28,0
Zona.Walsh@sympatico.com,sympatico.com,2014-04-13,0.000444
Zona.Watkins@hotmail.ai,hotmail.ai,2014-07-25,0
Zona.Yu@hotmail.net,hotmail.net,2014-07-26,0.001775
